id,reg_date,user,day,people,plane,acc,activity
942,2021-03-31,36,4,4,"65,72",5,"21,22,24"
943,2021-04-01,91,3,3,"9,210",7,"23,28,19"
944,2021-04-01,131,5,3,"4,156",5,"14,18,28,31"
945,2021-04-01,49,2,3,"42,190",1,"20,26"
946,2021-04-01,62,3,3,"180,192",2,"25,24,13"
947,2021-04-01,50,4,4,"8,79",14,"6,5,11,13"
948,2021-04-01,2,3,7,"142,162",6,"1,5,17"
949,2021-04-01,72,4,5,"81,46",5,"17,19,31"
950,2021-04-01,34,5,8,"172,220",15,"3,4,19,24"
951,2021-04-01,134,4,1,"180,192",15,"28,29,6"
952,2021-04-01,37,4,6,"48,23",6,"19,18,5,31"
953,2021-04-02,92,4,4,"8,79",5,"14,15,19,20"
954,2021-04-02,132,4,4,"4,62",2,"2,9,19,20"
955,2021-04-02,50,3,4,"160,187",2,"23,28,19"
956,2021-04-02,63,2,4,"172,220",3,"11,12"
957,2021-04-02,51,5,7,"9,126",15,"27,23,25,1"
958,2021-04-02,3,5,1,"180,192",7,"3,4,19,24"
959,2021-04-02,73,4,3,"32,142",6,"30,16,28"
960,2021-04-02,35,5,3,"277,256",16,"25,26,19,11,9"
961,2021-04-02,135,4,2,"172,220",16,"16,14,13,6"
962,2021-04-02,38,5,5,"156,190",8,"31,14,15,16"
963,2021-04-03,93,4,2,"9,126",2,"21,22,24"
964,2021-04-03,133,2,2,"3,78",12,"12,11"
965,2021-04-03,51,4,2,"3,135",3,"14,15,19,20"
966,2021-04-03,64,3,2,"277,256",4,"5,7,8"
967,2021-04-03,52,5,1,"8,52",16,"9,8,12,14,21"
968,2021-04-03,4,5,2,"172,220",8,"25,26,19,11,9"
969,2021-04-03,74,3,4,"145,151",8,"28,20,19"
970,2021-04-03,36,4,4,"42,190",17,"7,8,14,16"
971,2021-04-03,136,4,3,"277,256",17,"6,5,11,13"
972,2021-04-03,39,5,3,"184,230",9,"20,21,26,4"
973,2021-04-04,94,4,6,"8,52",12,"19,18,5,31"
974,2021-04-04,134,3,6,"32,142",19,"23,26,27"
975,2021-04-04,52,4,6,"9,182",4,"21,22,24"
976,2021-04-04,65,4,6,"42,190",5,"4,6,13,19"
977,2021-04-04,53,3,2,"9,162",17,"21,23,24"
978,2021-04-04,5,4,3,"277,256",9,"7,8,14,16"
979,2021-04-04,75,5,7,"28,150",9,"15,17,28,30,16"
980,2021-04-04,37,2,6,"160,187",18,"20,26"
981,2021-04-04,137,5,5,"42,190",18,"27,23,25,1"
982,2021-04-04,40,3,4,"167,199",1,"12,16,8"
983,2021-04-05,95,5,1,"9,162",19,"31,14,15,16"
984,2021-04-05,135,4,1,"145,151",18,"28,29,6"
985,2021-04-05,53,4,1,"9,210",5,"19,18,5,31"
986,2021-04-05,66,4,1,"160,187",6,"18,17,2"
987,2021-04-05,54,2,3,"4,156",18,"7,6"
988,2021-04-05,6,2,5,"42,190",10,"20,26"
989,2021-04-05,76,5,1,"153,167",1,"18,19,20,21,4"
990,2021-04-05,38,3,5,"3,135",19,"23,28,19"
991,2021-04-05,138,5,6,"160,187",19,"9,8,12,14,21"
992,2021-04-05,41,2,7,"183,260",7,"1,9"
993,2021-04-06,96,5,5,"4,156",18,"20,21,26,4"
994,2021-04-06,136,4,5,"28,150",17,"16,14,13,6"
995,2021-04-06,54,5,5,"8,79",6,"31,14,15,16"
996,2021-04-06,67,3,5,"3,135",7,"1,5,17"
997,2021-04-06,55,3,5,"4,62",19,"15,19,24"
998,2021-04-06,7,3,6,"160,187",11,"23,28,19"
999,2021-04-06,77,3,2,"142,162",7,"23,26,27"
1000,2021-04-06,39,4,3,"9,182",2,"14,15,19,20"
1001,2021-04-06,139,3,7,"3,135",1,"21,23,24"
1002,2021-04-06,42,3,1,"230,245",5,"15,16,25"
1003,2021-04-06,43,4,2,"172,220",2,"17,19,31"
1004,2021-04-06,44,4,3,"277,256",12,"30,16,28"
1005,2021-04-06,45,3,5,"42,190",19,"28,20,19"
1006,2021-04-06,46,5,6,"160,187",18,"15,17,28,30,16"
1007,2021-04-06,47,5,7,"3,135",17,"18,19,20,21,4"
1008,2021-04-06,48,3,5,"9,182",1,"23,26,27"
1009,2021-04-06,49,4,2,"9,210",2,"28,29,6"
1010,2021-04-06,50,4,5,"8,79",3,"16,14,13,6"
1011,2021-04-06,51,4,7,"9,126",4,"6,5,11,13"
1012,2021-04-06,52,5,4,"8,52",5,"27,23,25,1"
1013,2021-04-06,53,5,5,"9,162",6,"9,8,12,14,21"
1014,2021-04-06,54,3,2,"4,156",7,"21,23,24"
1015,2021-04-06,55,3,3,"4,62",8,"11,15,13"
1016,2021-04-06,56,4,4,"3,78",9,"15,16,9,21"
1017,2021-04-06,57,4,2,"32,142",10,"21,31,30"
1018,2021-04-06,58,3,6,"145,151",11,"26,27,18"
1019,2021-04-06,59,5,1,"28,150",12,"18,4,5,6,19"
1020,2021-04-06,60,5,5,"153,167",13,"19,21,25,26"
1021,2021-04-06,61,4,7,"142,162",14,"26,28,29,15"
1022,2021-04-06,62,2,8,"180,192",15,"1,5"
1023,2021-04-06,63,3,3,"172,220",16,"1,6,9"
1024,2021-04-06,64,4,4,"277,256",17,"9,8,4,1"
1025,2021-04-06,65,4,6,"42,190",18,"1,3,8,18"
1026,2021-04-06,66,4,5,"160,187",19,"3,6,9,11"
1027,2021-04-06,67,3,3,"3,135",1,"15,16,21"
1028,2021-04-06,68,5,4,"9,182",3,"15,26,8,19,30"
1029,2021-04-06,186,5,7,"9,210",5,"30,15,17,21,29"
1030,2021-04-06,2,4,1,"8,79",6,"25,24,26,12"
1031,2021-04-06,3,2,2,"9,126",8,"12,18"
1032,2021-04-06,4,3,3,"8,52",9,"19,16,20"
1033,2021-04-06,5,3,5,"9,162",1,"25,29"
1034,2021-04-06,6,4,6,"4,156",7,"11,10,2,9"
1035,2021-04-06,7,4,7,"4,62",5,"9,4,3,15"
1036,2021-04-06,8,4,5,"3,78",2,"18,19,21,25"
1037,2021-04-06,9,5,2,"1,90",12,"25,29,31,12"
1038,2021-04-06,10,5,5,"3,36",19,"7,6,15,18,29"
1039,2021-04-06,11,3,7,"38,91",18,"25,24,13"
1040,2021-04-06,12,2,4,"126,189",17,"11,12"
1041,2021-04-06,13,3,6,"123,178",1,"5,7,8"
1042,2021-04-06,14,4,1,"189,230",2,"4,6,13,19"
1043,2021-04-06,15,4,5,"230,277",3,"18,17,2"
1044,2021-04-06,16,3,7,"156,48",4,"1,5,17"
1045,2021-04-06,17,5,8,"48,79",5,"3,4,19,24"
1046,2021-04-06,18,5,3,"65,45",6,"25,26,19,11,9"
1047,2021-04-06,19,4,4,"43,82",7,"7,8,14,16"
1048,2021-04-06,20,2,6,"81,46",8,"20,26"
1049,2021-04-06,21,3,5,"32,142",9,"23,28,19"
1050,2021-04-06,22,4,3,"145,151",10,"14,15,19,20"
1051,2021-04-06,23,4,4,"28,150",11,"21,22,24"
1052,2021-04-06,24,4,7,"153,167",12,"19,18,5,31"
1053,2021-04-06,25,5,1,"142,162",13,"31,14,15,16"
1054,2021-04-06,26,5,2,"180,192",14,"20,21,26,4"
1055,2021-04-06,27,3,3,"172,220",15,"12,16,8"
1056,2021-04-06,28,2,5,"277,256",16,"1,9"
1057,2021-04-06,29,3,6,"42,190",17,"15,16,25"
1058,2021-04-06,30,4,7,"160,187",18,"17,19,31"
1059,2021-04-06,31,4,5,"3,135",19,"30,16,28"
1060,2021-04-06,32,3,2,"9,182",2,"28,20,19"
1061,2021-04-06,33,5,5,"9,210",4,"15,17,28,30,16"
1062,2021-04-06,34,5,7,"8,79",5,"18,19,20,21,4"
1063,2021-04-06,35,3,4,"9,126",8,"23,26,27"
1064,2021-04-06,36,4,5,"8,52",9,"28,29,6"
1065,2021-04-06,37,4,2,"9,162",11,"16,14,13,6"
1066,2021-04-06,38,4,3,"4,156",15,"6,5,11,13"
1067,2021-04-06,39,5,4,"4,62",16,"27,23,25,1"
1068,2021-04-06,40,5,2,"3,78",13,"9,8,12,14,21"
1069,2021-04-06,41,3,6,"32,142",8,"21,23,24"
1070,2021-04-06,42,3,1,"145,151",9,"11,15,13"
1071,2021-04-06,43,4,5,"28,150",7,"15,16,9,21"
1072,2021-04-06,44,4,7,"153,167",5,"21,31,30"
1073,2021-04-06,45,3,5,"142,162",4,"26,27,18"
1074,2021-04-06,46,5,2,"180,192",3,"18,4,5,6,19"
1075,2021-04-06,47,5,3,"172,220",5,"19,21,25,26"
1076,2021-04-06,48,4,4,"277,256",5,"26,28,29,15"
1077,2021-04-07,97,3,7,"4,62",17,"12,16,8"
1078,2021-04-07,137,4,7,"153,167",1,"6,5,11,13"
1079,2021-04-07,55,5,7,"9,126",7,"20,21,26,4"
1080,2021-04-07,68,5,7,"9,182",8,"3,4,19,24"
1081,2021-04-07,56,4,6,"3,78",2,"26,27,28,5"
1082,2021-04-07,8,4,7,"3,135",12,"14,15,19,20"
1083,2021-04-07,78,4,3,"180,192",5,"28,29,6"
1084,2021-04-07,40,4,4,"9,210",4,"21,22,24"
1085,2021-04-07,140,2,5,"9,182",3,"7,6"
1086,2021-04-08,98,2,8,"3,78",1,"1,9"
1087,2021-04-08,138,5,4,"142,162",2,"27,23,25,1"
1088,2021-04-08,56,3,8,"8,52",8,"12,16,8"
1089,2021-04-08,69,5,4,"9,210",9,"25,26,19,11,9"
1090,2021-04-08,57,4,7,"32,142",4,"6,10,12,18"
1091,2021-04-08,9,4,5,"9,182",13,"21,22,24"
1092,2021-04-08,79,4,5,"172,220",2,"16,14,13,6"
1093,2021-04-08,41,4,7,"8,79",5,"19,18,5,31"
1094,2021-04-08,141,3,2,"9,210",5,"15,19,24"
1095,2021-04-09,99,3,3,"1,90",2,"15,16,25"
1096,2021-04-09,139,5,6,"180,192",3,"9,8,12,14,21"
1097,2021-04-09,57,2,3,"9,162",9,"1,9"
1098,2021-04-09,70,4,6,"8,79",10,"7,8,14,16"
1099,2021-04-09,58,3,5,"145,151",5,"24,23,30"
1100,2021-04-09,10,4,2,"9,210",14,"19,18,5,31"
1101,2021-04-09,80,4,6,"277,256",12,"6,5,11,13"
1102,2021-04-09,42,5,1,"9,126",8,"31,14,15,16"
1103,2021-04-09,142,4,5,"8,79",6,"26,27,28,5"
1104,2021-04-10,100,4,4,"3,36",3,"17,19,31"
1105,2021-04-10,210,3,5,"172,220",4,"21,23,24"
1106,2021-04-10,170,5,7,"142,162",5,"3,4,19,24"
1107,2021-04-10,58,3,4,"4,156",10,"15,16,25"
1108,2021-04-10,71,2,5,"9,126",11,"20,26"
1109,2021-04-10,139,4,7,"142,162",2,"28,29,6"
1110,2021-04-10,59,5,2,"28,150",8,"30,31,4,7"
1111,2021-04-10,11,5,5,"8,79",15,"31,14,15,16"
1112,2021-04-10,81,5,7,"42,190",19,"27,23,25,1"
1113,2021-04-10,43,5,2,"8,52",9,"20,21,26,4"
1114,2021-04-10,143,4,7,"9,126",8,"6,10,12,18"
1115,2021-04-10,84,2,1,"3,135",9,"7,6"
1116,2021-04-11,101,4,6,"38,91",4,"30,16,28"
1117,2021-04-11,2,2,3,"277,256",5,"7,6"
1118,2021-04-11,2,5,1,"180,192",6,"25,26,19,11,9"
1119,2021-04-11,59,4,6,"4,62",11,"17,19,31"
1120,2021-04-11,72,3,3,"8,52",12,"23,28,19"
1121,2021-04-11,140,4,1,"180,192",12,"16,14,13,6"
1122,2021-04-11,60,5,5,"153,167",9,"31,19,18,10,9"
1123,2021-04-11,12,5,7,"9,126",16,"20,21,26,4"
1124,2021-04-11,82,5,5,"160,187",18,"9,8,12,14,21"
1125,2021-04-11,44,3,3,"9,162",8,"12,16,8"
1126,2021-04-11,144,3,4,"8,52",9,"24,23,30"
1127,2021-04-11,85,3,5,"9,182",10,"15,19,24"
1128,2021-04-12,102,3,5,"126,189",5,"28,20,19"
1129,2021-04-12,3,3,4,"42,190",6,"15,19,24"
1130,2021-04-12,3,4,2,"172,220",8,"7,8,14,16"
1131,2021-04-12,60,4,5,"3,78",12,"30,16,28"
1132,2021-04-12,73,4,4,"9,162",13,"14,15,19,20"
1133,2021-04-12,141,4,2,"172,220",19,"6,5,11,13"
1134,2021-04-12,61,4,7,"142,162",11,"18,19,21,23"
1135,2021-04-12,13,3,4,"8,52",17,"12,16,8"
1136,2021-04-12,83,3,2,"3,135",17,"21,23,24"
1137,2021-04-12,45,2,5,"4,156",9,"1,9"
1138,2021-04-12,145,5,6,"9,162",1,"30,31,4,7"
1139,2021-04-12,86,4,7,"9,210",11,"26,27,28,5"
1140,2021-04-13,103,5,3,"123,178",6,"15,17,28,30,16"
1141,2021-04-13,4,4,7,"160,187",7,"26,27,28,5"
1142,2021-04-13,4,2,3,"277,256",9,"20,26"
1143,2021-04-13,61,3,3,"32,142",13,"28,20,19"
1144,2021-04-13,74,4,7,"4,156",14,"21,22,24"
1145,2021-04-13,142,5,3,"277,256",18,"27,23,25,1"
1146,2021-04-13,62,2,4,"180,192",15,"22,24"
1147,2021-04-13,14,2,6,"9,162",18,"1,9"
1148,2021-04-13,84,2,5,"9,182",1,"7,6"
1149,2021-04-13,46,3,6,"4,62",1,"15,16,25"
1150,2021-04-13,146,5,1,"4,156",7,"31,19,18,10,9"
1151,2021-04-13,87,4,8,"8,79",12,"6,10,12,18"
1152,2021-04-14,104,5,4,"189,230",7,"18,19,20,21,4"
1153,2021-04-14,5,4,1,"3,135",8,"6,10,12,18"
1154,2021-04-14,5,3,5,"42,190",1,"23,28,19"
1155,2021-04-14,62,5,4,"145,151",14,"15,17,28,30,16"
1156,2021-04-14,75,4,1,"4,62",15,"19,18,5,31"
1157,2021-04-14,143,5,5,"42,190",17,"9,8,12,14,21"
1158,2021-04-14,63,3,5,"172,220",16,"25,29"
1159,2021-04-14,15,3,1,"4,156",19,"15,16,25"
1160,2021-04-14,85,3,7,"9,210",2,"15,19,24"
1161,2021-04-14,47,4,7,"3,78",7,"17,19,31"
1162,2021-04-14,147,4,5,"4,62",5,"18,19,21,23"
1163,2021-04-14,88,3,3,"9,126",13,"24,23,30"
1164,2021-04-15,105,3,7,"230,277",8,"23,26,27"
1165,2021-04-15,6,3,2,"9,182",9,"24,23,30"
1166,2021-04-15,6,4,6,"160,187",7,"14,15,19,20"
1167,2021-04-15,63,5,7,"28,150",15,"18,19,20,21,4"
1168,2021-04-15,76,5,2,"3,78",16,"31,14,15,16"
1169,2021-04-15,144,3,6,"160,187",1,"21,23,24"
1170,2021-04-15,64,4,2,"277,256",13,"11,10,2,9"
1171,2021-04-15,16,4,5,"4,62",2,"17,19,31"
1172,2021-04-15,86,4,4,"8,79",3,"26,27,28,5"
1173,2021-04-15,48,4,5,"32,142",5,"30,16,28"
1174,2021-04-15,148,2,7,"3,78",2,"22,24"
1175,2021-04-15,89,5,4,"8,52",14,"30,31,4,7"
1176,2021-04-16,106,4,1,"156,48",9,"28,29,6"
1177,2021-04-16,7,5,3,"9,210",10,"30,31,4,7"
1178,2021-04-16,7,4,7,"3,135",5,"21,22,24"
1179,2021-04-16,64,3,1,"153,167",16,"23,26,27"
1180,2021-04-16,77,5,3,"32,142",17,"20,21,26,4"
1181,2021-04-16,145,3,7,"3,135",2,"11,15,13"
1182,2021-04-16,65,4,3,"42,190",8,"9,4,3,15"
1183,2021-04-16,17,4,7,"3,78",4,"30,16,28"
1184,2021-04-16,87,4,6,"9,126",4,"6,10,12,18"
1185,2021-04-16,49,3,2,"145,151",2,"28,20,19"
1186,2021-04-16,149,3,8,"1,90",12,"25,29"
1187,2021-04-16,90,5,6,"9,162",15,"31,19,18,10,9"
1188,2021-04-17,107,4,2,"48,79",10,"16,14,13,6"
1189,2021-04-17,8,5,5,"8,79",11,"31,19,18,10,9"
1190,2021-04-17,8,4,5,"9,182",2,"19,18,5,31"
1191,2021-04-17,65,4,2,"142,162",17,"28,29,6"
1192,2021-04-17,78,3,5,"145,151",18,"12,16,8"
1193,2021-04-17,146,4,5,"9,182",3,"15,16,9,21"
1194,2021-04-17,66,4,4,"160,187",9,"18,19,21,25"
1195,2021-04-17,18,3,8,"1,90",5,"28,20,19"
1196,2021-04-17,88,3,1,"8,52",5,"24,23,30"
1197,2021-04-17,50,5,5,"28,150",12,"15,17,28,30,16"
1198,2021-04-17,150,4,3,"3,36",19,"11,10,2,9"
1199,2021-04-17,91,4,5,"4,156",16,"18,19,21,23"
1200,2021-04-18,108,4,3,"65,45",11,"6,5,11,13"
1201,2021-04-18,9,4,6,"9,126",12,"18,19,21,23"
1202,2021-04-18,9,5,2,"9,210",12,"31,14,15,16"
1203,2021-04-18,66,4,3,"180,192",18,"16,14,13,6"
1204,2021-04-18,79,2,6,"28,150",19,"1,9"
1205,2021-04-18,147,4,2,"9,210",4,"21,31,30"
1206,2021-04-18,67,5,2,"3,135",7,"25,29,31,12"
1207,2021-04-18,19,5,3,"3,36",8,"15,17,28,30,16"
1208,2021-04-18,89,5,5,"9,162",6,"30,31,4,7"
1209,2021-04-18,51,5,7,"153,167",19,"18,19,20,21,4"
1210,2021-04-18,151,4,4,"38,91",18,"9,4,3,15"
1211,2021-04-18,92,2,3,"4,62",17,"22,24"
1212,2021-04-19,109,5,5,"43,82",12,"27,23,25,1"
1213,2021-04-19,10,2,7,"8,52",13,"22,24"
1214,2021-04-19,10,5,5,"8,79",19,"20,21,26,4"
1215,2021-04-19,67,4,5,"172,220",19,"6,5,11,13"
1216,2021-04-19,80,3,7,"153,167",2,"15,16,25"
1217,2021-04-19,148,3,5,"8,79",5,"26,27,18"
1218,2021-04-19,68,5,6,"9,182",5,"7,6,15,18,29"
1219,2021-04-19,20,5,4,"38,91",9,"18,19,20,21,4"
1220,2021-04-19,90,5,7,"4,156",7,"31,19,18,10,9"
1221,2021-04-19,52,4,4,"142,162",18,"1,6,29"
1222,2021-04-19,152,4,6,"126,189",17,"18,19,21,25"
1223,2021-04-19,93,3,4,"3,78",18,"25,29"
1224,2021-04-20,110,5,6,"81,46",13,"9,8,12,14,21"
1225,2021-04-20,11,3,5,"9,162",14,"25,29"
1226,2021-04-20,11,3,7,"9,126",18,"12,16,8"
1227,2021-04-20,68,5,6,"277,256",2,"27,23,25,1"
1228,2021-04-20,81,4,5,"142,162",4,"17,19,31"
1229,2021-04-20,149,5,7,"9,126",6,"18,4,5,6,19"
1230,2021-04-20,69,3,1,"9,210",4,"25,24,13"
1231,2021-04-20,21,3,6,"126,189",11,"23,26,27"
1232,2021-04-20,91,4,8,"4,62",8,"18,19,21,23"
1233,2021-04-20,53,3,5,"180,192",17,"3,5,28"
1234,2021-04-20,153,5,5,"123,178",1,"25,29,31,12"
1235,2021-04-20,94,4,7,"28,150",19,"11,10,2,9"
1236,2021-04-21,111,3,7,"32,142",14,"21,23,24"
1237,2021-04-21,12,4,2,"4,156",15,"11,10,2,9"
1238,2021-04-21,12,2,4,"8,52",17,"1,9"
1239,2021-04-21,57,5,7,"42,190",4,"9,8,12,14,21"
1240,2021-04-21,82,4,2,"180,192",5,"30,16,28"
1241,2021-04-21,150,5,4,"8,52",7,"19,21,25,26"
1242,2021-04-21,70,2,5,"8,79",3,"11,12"
1243,2021-04-21,22,4,5,"123,178",15,"28,29,6"
1244,2021-04-21,92,2,3,"3,78",9,"22,24"
1245,2021-04-21,54,5,2,"172,220",1,"13,18,26,24"
1246,2021-04-21,154,5,3,"189,230",2,"7,6,15,18,29"
1247,2021-04-21,95,4,1,"153,167",1,"9,4,3,15"
1248,2021-04-22,112,2,5,"145,151",15,"7,6"
1249,2021-04-22,13,4,5,"4,62",16,"9,4,3,15"
1250,2021-04-22,13,3,6,"9,162",1,"15,16,25"
1251,2021-04-22,58,3,5,"160,187",5,"21,23,24"
1252,2021-04-22,83,3,5,"172,220",8,"28,20,19"
1253,2021-04-22,151,4,6,"9,162",8,"26,28,29,15"
1254,2021-04-22,71,3,7,"9,126",5,"5,7,8"
1255,2021-04-22,23,4,3,"189,230",16,"16,14,13,6"
1256,2021-04-22,93,3,4,"32,142",10,"25,29"
1257,2021-04-22,55,5,3,"277,256",2,"14,18,28,31"
1258,2021-04-22,155,3,4,"230,277",3,"25,24,13"
1259,2021-04-22,96,4,2,"142,162",3,"18,19,21,25"
1260,2021-04-23,113,3,2,"28,150",16,"15,19,24"
1261,2021-04-23,14,4,7,"3,78",17,"18,19,21,25"
1262,2021-04-23,14,4,1,"4,156",2,"17,19,31"
1263,2021-04-23,59,2,2,"3,135",8,"7,6"
1264,2021-04-23,84,5,7,"277,256",9,"15,17,28,30,16"
1265,2021-04-23,152,2,1,"4,156",9,"1,5"
1266,2021-04-23,72,4,8,"8,52",5,"4,6,13,19"
1267,2021-04-23,24,4,4,"230,277",13,"6,5,11,13"
1268,2021-04-23,94,4,6,"145,151",11,"11,10,2,9"
1269,2021-04-23,56,4,4,"42,190",3,"2,9,19,20"
1270,2021-04-23,156,2,7,"156,48",4,"11,12"
1271,2021-04-23,97,5,3,"180,192",5,"25,29,31,12"
1272,2021-04-24,114,4,5,"153,167",17,"26,27,28,5"
1273,2021-04-24,15,5,4,"28,150",18,"25,29,31,12"
1274,2021-04-24,15,4,5,"4,62",3,"30,16,28"
1275,2021-04-24,60,3,5,"9,182",9,"15,19,24"
1276,2021-04-24,85,5,4,"42,190",11,"18,19,20,21,4"
1277,2021-04-24,153,3,5,"4,62",10,"1,6,9"
1278,2021-04-24,73,4,3,"9,162",1,"18,17,2"
1279,2021-04-24,25,5,7,"156,48",8,"27,23,25,1"
1280,2021-04-24,95,4,5,"28,150",12,"9,4,3,15"
1281,2021-04-24,57,2,2,"160,187",4,"12,11"
1282,2021-04-24,157,3,1,"48,79",5,"5,7,8"
1283,2021-04-24,98,5,5,"172,220",6,"7,6,15,18,29"
1284,2021-04-25,115,4,7,"142,162",18,"6,10,12,18"
1285,2021-04-25,16,5,5,"153,167",19,"7,6,15,18,29"
1286,2021-04-25,16,3,7,"3,78",4,"28,20,19"
1287,2021-04-25,61,4,7,"9,210",11,"26,27,28,5"
1288,2021-04-25,86,4,5,"160,187",15,"1,6,29"
1289,2021-04-25,154,4,7,"3,78",11,"9,8,4,1"
1290,2021-04-25,74,3,4,"4,156",3,"1,5,17"
1291,2021-04-25,26,5,1,"48,79",9,"9,8,12,14,21"
1292,2021-04-25,96,4,3,"153,167",13,"18,19,21,25"
1293,2021-04-25,58,3,6,"3,135",5,"23,26,27"
1294,2021-04-25,158,4,2,"65,45",6,"4,6,13,19"
1295,2021-04-25,99,3,6,"277,256",8,"25,24,13"
1296,2021-04-26,116,3,4,"180,192",19,"24,23,30"
1297,2021-04-26,17,3,2,"142,162",2,"25,24,13"
1298,2021-04-26,17,5,8,"32,142",5,"15,17,28,30,16"
1299,2021-04-26,62,4,4,"8,79",15,"6,10,12,18"
1300,2021-04-26,87,3,2,"3,135",16,"3,5,28"
1301,2021-04-26,155,4,8,"1,90",12,"1,3,8,18"
1302,2021-04-26,75,5,6,"4,62",5,"3,4,19,24"
1303,2021-04-26,27,3,2,"65,45",7,"21,23,24"
1304,2021-04-26,97,5,4,"142,162",14,"25,29,31,12"
1305,2021-04-26,59,4,1,"9,182",6,"28,29,6"
1306,2021-04-26,159,4,3,"43,82",7,"18,17,2"
1307,2021-04-26,100,2,7,"42,190",9,"11,12"
1308,2021-04-27,117,5,5,"172,220",2,"30,31,4,7"
1309,2021-04-27,18,2,3,"180,192",4,"11,12"
1310,2021-04-27,18,5,3,"145,151",6,"18,19,20,21,4"
1311,2021-04-27,63,3,5,"9,126",16,"24,23,30"
1312,2021-04-27,88,5,3,"9,182",13,"13,18,26,24"
1313,2021-04-27,156,4,3,"3,36",13,"18,17,2"
1314,2021-04-27,76,5,5,"3,78",6,"25,26,19,11,9"
1315,2021-04-27,28,2,3,"43,82",5,"7,6"
1316,2021-04-27,98,5,7,"180,192",15,"7,6,15,18,29"
1317,2021-04-27,60,4,5,"9,210",7,"16,14,13,6"
1318,2021-04-27,160,3,5,"81,46",8,"1,5,17"
1319,2021-04-27,101,3,5,"160,187",1,"5,7,8"
1320,2021-04-28,118,5,2,"277,256",4,"31,19,18,10,9"
1321,2021-04-28,19,3,4,"172,220",5,"5,7,8"
1322,2021-04-28,19,4,4,"28,150",7,"1,6,29"
1323,2021-04-28,64,5,2,"8,52",13,"30,31,4,7"
1324,2021-04-28,89,5,4,"9,210",8,"14,18,28,31"
1325,2021-04-28,157,3,4,"38,91",14,"1,5,17"
1326,2021-04-28,77,4,3,"32,142",8,"7,8,14,16"
1327,2021-04-28,29,3,5,"81,46",4,"15,19,24"
1328,2021-04-28,99,3,1,"172,220",16,"25,24,13"
1329,2021-04-28,61,4,7,"8,79",8,"6,5,11,13"
1330,2021-04-28,161,5,6,"32,142",9,"3,4,19,24"
1331,2021-04-28,102,4,2,"3,135",7,"4,6,13,19"
1332,2021-04-29,119,4,3,"42,190",5,"18,19,21,23"
1333,2021-04-29,20,4,2,"277,256",8,"4,6,13,19"
1334,2021-04-29,20,3,6,"153,167",8,"3,5,28"
1335,2021-04-29,67,5,3,"9,162",8,"31,19,18,10,9"
1336,2021-04-29,90,4,2,"8,79",9,"2,9,19,20"
1337,2021-04-29,158,5,6,"126,189",15,"3,4,19,24"
1338,2021-04-29,78,2,4,"145,151",9,"20,26"
1339,2021-04-29,30,4,6,"32,142",3,"26,27,28,5"
1340,2021-04-29,100,2,2,"277,256",17,"11,12"
1341,2021-04-29,62,5,8,"9,126",9,"27,23,25,1"
1342,2021-04-29,162,5,7,"145,151",10,"25,26,19,11,9"
1343,2021-04-29,103,4,5,"9,182",5,"18,17,2"
1344,2021-04-30,120,2,4,"160,187",8,"22,24"
1345,2021-04-30,21,4,6,"42,190",9,"18,17,2"
1346,2021-04-30,21,5,5,"142,162",9,"13,18,26,24"
1347,2021-04-30,68,4,4,"4,156",9,"18,19,21,23"
1348,2021-04-30,91,2,6,"9,126",7,"12,11"
1349,2021-04-30,159,5,5,"123,178",16,"25,26,19,11,9"
1350,2021-04-30,79,3,7,"28,150",1,"23,28,19"
1351,2021-04-30,31,4,7,"145,151",5,"6,10,12,18"
1352,2021-04-30,101,3,3,"42,190",18,"5,7,8"
1353,2021-04-30,63,5,3,"8,52",10,"9,8,12,14,21"
1354,2021-04-30,163,4,5,"28,150",11,"7,8,14,16"
1355,2021-04-30,104,3,7,"9,210",2,"1,5,17"
1356,2021-05-01,121,3,2,"3,135",9,"25,29"
1357,2021-05-01,22,3,1,"160,187",11,"1,5,17"
1358,2021-05-01,22,5,3,"180,192",10,"14,18,28,31"
1359,2021-05-01,69,2,2,"4,62",7,"22,24"
1360,2021-05-01,92,3,1,"8,52",5,"23,26,27"
1361,2021-05-01,160,4,3,"189,230",17,"7,8,14,16"
1362,2021-05-01,80,4,1,"153,167",7,"14,15,19,20"
1363,2021-05-01,32,3,5,"28,150",5,"24,23,30"
1364,2021-05-01,102,4,5,"160,187",19,"4,6,13,19"
1365,2021-05-01,64,3,4,"9,162",11,"21,23,24"
1366,2021-05-01,164,2,2,"153,167",12,"20,26"
1367,2021-05-01,105,5,4,"8,79",12,"3,4,19,24"
1368,2021-05-02,122,4,6,"9,182",11,"11,10,2,9"
1369,2021-05-02,23,5,5,"3,135",15,"3,4,19,24"
1370,2021-05-02,23,4,4,"172,220",11,"2,9,19,20"
1371,2021-05-02,70,3,6,"3,78",5,"25,29"
1372,2021-05-02,93,4,5,"9,162",4,"28,29,6"
1373,2021-05-02,161,2,4,"230,277",18,"20,26"
1374,2021-05-02,81,4,2,"142,162",5,"21,22,24"
1375,2021-05-02,33,5,2,"153,167",1,"30,31,4,7"
1376,2021-05-02,103,4,6,"3,135",1,"18,17,2"
1377,2021-05-02,65,2,6,"4,156",12,"7,6"
1378,2021-05-02,165,3,5,"142,162",13,"23,28,19"
1379,2021-05-02,106,5,6,"9,126",19,"25,26,19,11,9"
